#,date,month,type,category,debit amount,credit amount,balance
762,18/06/2018,June,debit,Others,0.5,,285.15
763,18/06/2018,June,debit,Others,9.11,,276.04
764,18/06/2018,June,debit,Going Out,11.25,,264.79
765,18/06/2018,June,debit,Clothing,12.61,,252.18
766,18/06/2018,June,debit,Transport,24,,228.18
767,18/06/2018,June,debit,Healthcare,63.33,,164.85
768,18/06/2018,June,debit,Transport,0.41,,164.44
769,18/06/2018,June,debit,Others,0.01,,164.43
770,18/06/2018,June,debit,Others,0.5,,163.93
771,19/06/2018,June,debit,Savings,11.68,,152.25
772,19/06/2018,June,debit,Going Out,4.29,,147.96
773,19/06/2018,June,debit,Others,0.12,,147.84
774,19/06/2018,June,debit,Others,0.5,,147.34
775,19/06/2018,June,debit,Transport,8,,139.34
776,19/06/2018,June,debit,Others,0.23,,139.11
777,19/06/2018,June,debit,Others,0.5,,138.61
778,19/06/2018,June,debit,Transport,8.6,,130.01
779,20/06/2018,June,debit,Savings,1.11,,128.9
780,20/06/2018,June,debit,Healthcare,20,,108.9
781,20/06/2018,June,debit,Clothing,10.5,,98.4
782,21/06/2018,June,debit,Savings,0.5,,97.9
783,21/06/2018,June,debit,Going Out,19.05,,78.85
784,21/06/2018,June,debit,Coffee,1,,77.85
785,21/06/2018,June,debit,Transport,5.2,,72.65
786,22/06/2018,June,debit,Savings,1.75,,70.9
787,22/06/2018,June,debit,Groceries,10.6,,60.3
788,22/06/2018,June,credit,Income (passive),,200,260.3
789,22/06/2018,June,debit,Groceries,7.3,,253
790,22/06/2018,June,debit,Healthcare,9.05,,243.95
791,25/06/2018,June,debit,Savings,2.05,,241.9
792,25/06/2018,June,debit,Going Out,2.99,,238.91
793,25/06/2018,June,debit,Transport,3.4,,235.51
794,25/06/2018,June,debit,Rent,8.4,,227.11
795,25/06/2018,June,debit,Going Out,8.7,,218.41
796,25/06/2018,June,debit,Rent,8.99,,209.42
797,25/06/2018,June,debit,Going Out,10.4,,199.02
798,25/06/2018,June,debit,Rent,19.99,,179.03
799,25/06/2018,June,debit,Going Out,22.28,,156.75
800,25/06/2018,June,debit,Entertainment,79,,77.75
801,25/06/2018,June,debit,Groceries,6.67,,71.08
802,25/06/2018,June,debit,Clothing,11.31,,59.77
803,25/06/2018,June,debit,Others,0.33,,59.44
804,25/06/2018,June,debit,Others,0.5,,58.94
805,25/06/2018,June,debit,Clothing,11.34,,47.6
806,25/06/2018,June,debit,Others,0.33,,47.27
807,25/06/2018,June,debit,Others,0.5,,46.77
808,25/06/2018,June,debit,Clothing,15.16,,31.61
809,25/06/2018,June,debit,Others,0.45,,31.16
810,25/06/2018,June,debit,Others,0.5,,30.66
811,26/06/2018,June,debit,Savings,5.37,,25.29
812,26/06/2018,June,credit,Income (passive),,22.46,47.75
813,26/06/2018,June,debit,Transport,1.5,,46.25
814,27/06/2018,June,credit,Income (passive),,0.4,46.65
815,27/06/2018,June,debit,Savings,0.5,,46.15
816,27/06/2018,June,debit,Going Out,8.25,,37.9
817,27/06/2018,June,debit,Going Out,12.15,,25.75
818,27/06/2018,June,debit,Groceries,2.85,,22.9
819,28/06/2018,June,debit,Savings,1.75,,21.15
820,28/06/2018,June,debit,Going Out,3,,18.15
821,29/06/2018,June,credit,Income (active),,1479.85,1498
822,29/06/2018,June,debit,Transport,3.4,,1494.6
823,29/06/2018,June,debit,Going Out,6,,1488.6
824,02/07/2018,July,debit,Savings,0.6,,1488
825,02/07/2018,July,debit,Savings,50,,1438
826,02/07/2018,July,debit,Savings,300,,1138
827,02/07/2018,July,debit,Rent,150,,988
828,02/07/2018,July,debit,Bills,19,,969
829,02/07/2018,July,debit,Bills,33.07,,935.93
830,03/07/2018,July,debit,Transport,5.2,,930.73
831,04/07/2018,July,debit,Savings,0.8,,929.93
832,04/07/2018,July,debit,Transport,3.4,,926.53
833,04/07/2018,July,debit,Healthcare,20,,906.53
834,04/07/2018,July,debit,Groceries,17.55,,888.98
835,05/07/2018,July,debit,Savings,1.05,,887.93
836,05/07/2018,July,debit,Going Out,7.74,,880.19
837,06/07/2018,July,debit,Savings,0.26,,879.93
838,09/07/2018,July,debit,Others,13.99,,865.94
839,09/07/2018,July,debit,Rent,7.98,,857.96
840,10/07/2018,July,debit,Savings,0.02,,857.94
841,10/07/2018,July,debit,Transport,8.6,,849.34
842,10/07/2018,July,debit,Going Out,29.95,,819.39
843,10/07/2018,July,debit,Savings,100,,719.39
844,11/07/2018,July,debit,Savings,0.45,,718.94
845,11/07/2018,July,debit,Healthcare,50,,668.94
846,11/07/2018,July,debit,Transport,3.4,,665.54
847,11/07/2018,July,debit,Going Out,13.65,,651.89
848,11/07/2018,July,debit,Going Out,19.24,,632.65
849,11/07/2018,July,debit,Transport,1,,631.65
850,12/07/2018,July,debit,Savings,1.71,,629.94
851,12/07/2018,July,debit,Transport,11.49,,618.45
852,13/07/2018,July,debit,Savings,0.51,,617.94
853,13/07/2018,July,debit,Transport,5.2,,612.74
854,13/07/2018,July,debit,Groceries,5.85,,606.89
855,13/07/2018,July,debit,Transport,5.2,,601.69
856,16/07/2018,July,debit,Clothing,31.85,,569.84
857,16/07/2018,July,debit,Savings,1.9,,567.94
858,16/07/2018,July,debit,Entertainment,5.99,,561.95
859,16/07/2018,July,debit,Transport,8.6,,553.35
860,16/07/2018,July,debit,Going Out,14.1,,539.25
861,16/07/2018,July,debit,Going Out,20.32,,518.93
862,16/07/2018,July,debit,Going Out,22,,496.93
863,17/07/2018,July,debit,Savings,1.99,,494.94
864,17/07/2018,July,debit,Transport,8.6,,486.34
865,17/07/2018,July,debit,Going Out,9.6,,476.74
866,17/07/2018,July,debit,Going Out,12.85,,463.89
867,17/07/2018,July,debit,Going Out,21.64,,442.25
868,18/07/2018,July,debit,Savings,1.31,,440.94
869,18/07/2018,July,debit,Going Out,18,,422.94
870,18/07/2018,July,debit,Healthcare,50,,372.94
871,18/07/2018,July,debit,Groceries,5.55,,367.39
872,19/07/2018,July,debit,Savings,0.45,,366.94
873,19/07/2018,July,debit,Groceries,3.65,,363.29
874,19/07/2018,July,debit,Rent,6.85,,356.44
875,19/07/2018,July,debit,Rent,17.67,,338.77
876,20/07/2018,July,debit,Savings,0.83,,337.94
877,20/07/2018,July,debit,Transport,5.2,,332.74
878,20/07/2018,July,debit,Going Out,3.02,,329.72
879,20/07/2018,July,debit,Going Out,7.47,,322.25
880,20/07/2018,July,debit,Transport,8.6,,313.65
881,20/07/2018,July,debit,Clothing,15,,298.65
882,20/07/2018,July,debit,Clothing,25.2,,273.45
883,23/07/2018,July,debit,Healthcare,30,,243.45
884,23/07/2018,July,debit,Savings,3.51,,239.94
885,23/07/2018,July,debit,Transport,3.4,,236.54
886,23/07/2018,July,debit,Going Out,9.25,,227.29
887,23/07/2018,July,debit,Going Out,10.67,,216.62
888,23/07/2018,July,debit,Going Out,12.5,,204.12
889,23/07/2018,July,debit,Groceries,1.35,,202.77
890,23/07/2018,July,debit,Coffee,9.83,,192.94
891,23/07/2018,July,debit,Clothing,24.95,,167.99
892,23/07/2018,July,debit,Clothing,30,,137.99
893,24/07/2018,July,debit,Savings,3.05,,134.94
894,24/07/2018,July,debit,Going Out,20,,114.94
895,24/07/2018,July,debit,Going Out,7.08,,107.86
896,24/07/2018,July,debit,Transport,8.6,,99.26
897,25/07/2018,July,debit,Savings,1.32,,97.94
898,25/07/2018,July,debit,Going Out,14.19,,83.75
899,25/07/2018,July,debit,Going Out,3.11,,80.64
900,25/07/2018,July,debit,Going Out,3.83,,76.81
901,25/07/2018,July,debit,Groceries,4.5,,72.31
902,25/07/2018,July,debit,Transport,8.6,,63.71
903,26/07/2018,July,debit,Savings,2.77,,60.94
904,26/07/2018,July,debit,Going Out,0.89,,60.05
905,26/07/2018,July,debit,Coffee,1,,59.05
906,26/07/2018,July,debit,Groceries,1.5,,57.55
907,26/07/2018,July,debit,Going Out,6,,51.55
908,27/07/2018,July,debit,Savings,0.61,,50.94
909,27/07/2018,July,debit,Transport,10.1,,40.84
910,27/07/2018,July,credit,Income (passive),,100,140.84
911,27/07/2018,July,debit,Coffee,2.95,,137.89
912,27/07/2018,July,debit,Transport,5.2,,132.69
913,27/07/2018,July,debit,Going Out,9.38,,123.31
914,27/07/2018,July,debit,Healthcare,9.99,,113.32
915,30/07/2018,July,debit,Groceries,11.95,,101.37
916,30/07/2018,July,debit,Savings,2.43,,98.94
917,30/07/2018,July,debit,Going Out,1.99,,96.95
918,30/07/2018,July,debit,Transport,3.4,,93.55
919,30/07/2018,July,debit,Going Out,7.48,,86.07
920,30/07/2018,July,debit,Going Out,4.99,,81.08
921,30/07/2018,July,debit,Coffee,5.44,,75.64
922,31/07/2018,July,credit,Income (active),,1681.48,1757.12
923,31/07/2018,July,debit,Savings,1.7,,1755.42
924,31/07/2018,July,debit,Going Out,9.4,,1746.02
925,31/07/2018,July,debit,Going Out,9.79,,1736.23
926,31/07/2018,July,debit,Transport,8.5,,1727.73
927,31/07/2018,July,debit,Going Out,5,,1722.73
928,31/07/2018,July,debit,Transport,8.6,,1714.13
929,31/07/2018,July,debit,Going Out,13.6,,1700.53
930,01/08/2018,August,debit,Savings,2.11,,1698.42
931,01/08/2018,August,debit,Savings,50,,1648.42
932,01/08/2018,August,debit,Savings,350,,1298.42
933,01/08/2018,August,debit,Savings,250,,1048.42
934,01/08/2018,August,debit,Bills,19,,1029.42
935,01/08/2018,August,debit,Bills,31.05,,998.37
936,01/08/2018,August,debit,Savings,50,,948.37
937,01/08/2018,August,debit,Entertainment,2.54,,945.83
938,01/08/2018,August,debit,Going Out,10.25,,935.58
939,01/08/2018,August,debit,Healthcare,50,,885.58
940,02/08/2018,August,debit,Savings,1.21,,884.37
941,02/08/2018,August,debit,Rent,250,,634.37
942,02/08/2018,August,debit,Groceries,2.2,,632.17
943,02/08/2018,August,debit,Going Out,4.57,,627.6
944,02/08/2018,August,debit,Transport,5.2,,622.4
945,02/08/2018,August,debit,Going Out,5.5,,616.9
946,02/08/2018,August,debit,Groceries,5.94,,610.96
947,02/08/2018,August,debit,Groceries,11.31,,599.65
948,03/08/2018,August,debit,Savings,3.28,,596.37
949,03/08/2018,August,debit,Transport,8.6,,587.77
950,03/08/2018,August,debit,Going Out,21.7,,566.07
951,06/08/2018,August,debit,Going Out,7.44,,558.63
952,06/08/2018,August,debit,Savings,1.26,,557.37
953,06/08/2018,August,debit,Transport,5.2,,552.17
954,06/08/2018,August,debit,Coffee,2.85,,549.32
955,06/08/2018,August,debit,Groceries,9.05,,540.27
956,07/08/2018,August,debit,Savings,1.9,,538.37
957,07/08/2018,August,debit,Transport,8.6,,529.77
958,08/08/2018,August,debit,Savings,0.4,,529.37
959,08/08/2018,August,debit,Going Out,3.99,,525.38
960,08/08/2018,August,debit,Going Out,18.65,,506.73
961,08/08/2018,August,debit,Others,13.99,,492.74
962,08/08/2018,August,debit,Transport,8.6,,484.14
963,08/08/2018,August,debit,Healthcare,50,,434.14
964,09/08/2018,August,debit,Savings,0.76,,433.38
965,10/08/2018,August,debit,Transport,8.6,,424.78
966,10/08/2018,August,debit,Groceries,0.75,,424.03
967,10/08/2018,August,debit,Transport,8.6,,415.43
968,10/08/2018,August,debit,Going Out,9.71,,405.72
969,10/08/2018,August,debit,Rent,13,,392.72
970,10/08/2018,August,debit,Going Out,18.69,,374.03
971,10/08/2018,August,debit,Clothing,35.98,,338.05
972,13/08/2018,August,debit,Savings,1.67,,336.38
973,13/08/2018,August,debit,Transport,5.2,,331.18
974,13/08/2018,August,debit,Coffee,2.2,,328.98
975,13/08/2018,August,debit,Entertainment,1.59,,327.39
976,14/08/2018,August,debit,Savings,2.01,,325.38
977,14/08/2018,August,debit,Going Out,14.2,,311.18
978,14/08/2018,August,debit,Transport,3.4,,307.78
979,14/08/2018,August,debit,Entertainment,5.99,,301.79
980,14/08/2018,August,debit,Going Out,8.5,,293.29
981,14/08/2018,August,debit,Clothing,10.95,,282.34
982,14/08/2018,August,debit,Healthcare,20,,262.34
983,15/08/2018,August,debit,Savings,1.96,,260.38
984,15/08/2018,August,debit,Transport,8.6,,251.78
985,15/08/2018,August,debit,Transport,5.2,,246.58
986,15/08/2018,August,debit,Healthcare,9.45,,237.13
987,16/08/2018,August,debit,Savings,1.75,,235.38
988,16/08/2018,August,debit,Others,19.55,,215.83
989,16/08/2018,August,debit,Coffee,1,,214.83
990,16/08/2018,August,debit,Groceries,1.8,,213.03
991,16/08/2018,August,debit,Going Out,4.01,,209.02
992,17/08/2018,August,debit,Savings,1.64,,207.38
993,17/08/2018,August,debit,Transport,8.6,,198.78
994,17/08/2018,August,debit,Healthcare,50,,148.78
995,17/08/2018,August,debit,Going Out,6.48,,142.3
996,17/08/2018,August,debit,Transport,8.6,,133.7
997,17/08/2018,August,debit,Healthcare,44.98,,88.72
998,20/08/2018,August,credit,Income (passive),,99,187.72
999,20/08/2018,August,debit,Going Out,18.45,,169.27
1000,20/08/2018,August,debit,Savings,1.34,,167.93
1001,20/08/2018,August,debit,Coffee,2,,165.93
1002,20/08/2018,August,debit,Going Out,6.28,,159.65
1003,20/08/2018,August,debit,Going Out,9.4,,150.25
1004,20/08/2018,August,debit,Transport,10.1,,140.15
1005,20/08/2018,August,debit,Transport,6.8,,133.35
1006,20/08/2018,August,debit,Going Out,7.78,,125.57
1007,20/08/2018,August,debit,Going Out,3.11,,122.46
1008,20/08/2018,August,debit,Transport,6.8,,115.66
1009,21/08/2018,August,debit,Savings,3.73,,111.93
1010,21/08/2018,August,debit,Going Out,14.2,,97.73
1011,21/08/2018,August,debit,Going Out,7.76,,89.97
1012,21/08/2018,August,debit,Groceries,4.85,,85.12
1013,21/08/2018,August,debit,Transport,8.6,,76.52
1014,22/08/2018,August,debit,Savings,1.59,,74.93
1015,22/08/2018,August,credit,Income (passive),,200,274.93
1016,22/08/2018,August,debit,Healthcare,50,,224.93
1017,22/08/2018,August,debit,Coffee,4.45,,220.48
1018,22/08/2018,August,debit,Going Out,4.68,,215.8
1019,22/08/2018,August,debit,Going Out,5,,210.8
1020,22/08/2018,August,debit,Healthcare,7.68,,203.12
1021,23/08/2018,August,debit,Savings,1.19,,201.93
1022,23/08/2018,August,debit,Transport,8.6,,193.33
1023,23/08/2018,August,debit,Groceries,1.95,,191.38
1024,23/08/2018,August,debit,Transport,8.6,,182.78
1025,23/08/2018,August,debit,Going Out,10.45,,172.33
1026,23/08/2018,August,debit,Clothing,29.95,,142.38
1027,24/08/2018,August,debit,Savings,1.45,,140.93
1028,24/08/2018,August,debit,Going Out,3.69,,137.24
1029,24/08/2018,August,debit,Going Out,4.45,,132.79
1030,24/08/2018,August,debit,Going Out,7.99,,124.8
1031,28/08/2018,August,debit,Transport,8.6,,116.2
1032,28/08/2018,August,credit,Income (passive),,100,216.2
1033,28/08/2018,August,debit,Savings,1.27,,214.93
1034,28/08/2018,August,debit,Groceries,1,,213.93
1035,28/08/2018,August,debit,Healthcare,2.49,,211.44
1036,28/08/2018,August,debit,Going Out,5,,206.44
1037,28/08/2018,August,debit,Healthcare,9.98,,196.46
1038,28/08/2018,August,debit,Going Out,10.15,,186.31
1039,28/08/2018,August,debit,Going Out,10.5,,175.81
1040,28/08/2018,August,debit,Transport,11.4,,164.41
1041,28/08/2018,August,debit,Going Out,12.2,,152.21
1042,28/08/2018,August,debit,Going Out,8,,144.21
1043,28/08/2018,August,debit,Going Out,16.2,,128.01
1044,28/08/2018,August,debit,Clothing,2.75,,125.26
1045,28/08/2018,August,debit,Healthcare,9.29,,115.97
1046,29/08/2018,August,credit,Income (passive),,0.55,116.52
1047,29/08/2018,August,debit,Savings,5.04,,111.48
1048,29/08/2018,August,debit,Healthcare,50,,61.48
1049,29/08/2018,August,debit,Going Out,8.08,,53.4
1050,29/08/2018,August,debit,Going Out,11.2,,42.2
1051,30/08/2018,August,debit,Savings,1.72,,40.48
1052,30/08/2018,August,credit,Income (passive),,200,240.48
1053,30/08/2018,August,debit,Going Out,3.56,,236.92
1054,30/08/2018,August,debit,Going Out,5.47,,231.45
1055,30/08/2018,August,debit,Transport,5.8,,225.65
1056,30/08/2018,August,debit,Going Out,9.3,,216.35
1057,31/08/2018,August,credit,Income (active),,1607.95,1824.3
1058,31/08/2018,August,debit,Savings,1.87,,1822.43
1059,31/08/2018,August,debit,Transport,8.6,,1813.83
1060,31/08/2018,August,debit,Transport,8.6,,1805.23
1061,31/08/2018,August,debit,Going Out,25,,1780.23
1062,03/09/2018,September,debit,Groceries,8,,1772.23
1063,03/09/2018,September,debit,Savings,0.8,,1771.43
1064,03/09/2018,September,debit,Savings,50,,1721.43
1065,03/09/2018,September,debit,Savings,350,,1371.43
1066,03/09/2018,September,debit,Rent,250,,1121.43
1067,03/09/2018,September,debit,Savings,250,,871.43
1068,03/09/2018,September,debit,Bills,19,,852.43
1069,03/09/2018,September,debit,Bills,30.36,,822.07
1070,03/09/2018,September,debit,Transport,8.6,,813.47
1071,03/09/2018,September,debit,Going Out,9.4,,804.07
1072,03/09/2018,September,debit,Going Out,10.96,,793.11
1073,03/09/2018,September,debit,Coffee,6.7,,786.41
1074,03/09/2018,September,debit,Clothing,36,,750.41
1075,03/09/2018,September,debit,Rent,3.95,,746.46
1076,03/09/2018,September,debit,Rent,6.41,,740.05
1077,03/09/2018,September,debit,Rent,7.44,,732.61
1078,03/09/2018,September,debit,Rent,7.99,,724.62
1079,03/09/2018,September,debit,Rent,8.49,,716.13
1080,04/09/2018,September,debit,Savings,3.06,,713.07
1081,04/09/2018,September,debit,Going Out,25.95,,687.12
1082,04/09/2018,September,debit,Going Out,49.1,,638.02
1083,04/09/2018,September,debit,Groceries,3,,635.02
1084,04/09/2018,September,debit,Transport,3.4,,631.62
1085,05/09/2018,September,debit,Savings,1.55,,630.07
1086,05/09/2018,September,debit,Going Out,7.4,,622.67
1087,05/09/2018,September,debit,Healthcare,180,,442.67
1088,05/09/2018,September,debit,Going Out,4.01,,438.66
1089,05/09/2018,September,debit,Groceries,4.29,,434.37
1090,06/09/2018,September,debit,Savings,2.3,,432.07
1091,06/09/2018,September,debit,Groceries,7.35,,424.72
1092,07/09/2018,September,debit,Savings,0.65,,424.07
1093,07/09/2018,September,debit,Entertainment,4.16,,419.91
1094,10/09/2018,September,debit,Groceries,20,,399.91
1095,10/09/2018,September,debit,Savings,0.84,,399.07
1096,10/09/2018,September,debit,Entertainment,2.32,,396.75
1097,10/09/2018,September,debit,Transport,5.2,,391.55
1098,10/09/2018,September,debit,Going Out,8.5,,383.05
1099,10/09/2018,September,debit,Groceries,9.5,,373.55
1100,10/09/2018,September,debit,Going Out,11,,362.55
1101,10/09/2018,September,debit,Transport,3.4,,359.15
1102,11/09/2018,September,debit,Savings,3.08,,356.07
1103,11/09/2018,September,debit,Groceries,5.85,,350.22
1104,11/09/2018,September,debit,Entertainment,2.09,,348.13
1105,11/09/2018,September,debit,Transport,2.2,,345.93
1106,12/09/2018,September,debit,Savings,1.86,,344.07
1107,12/09/2018,September,debit,Others,19.04,,325.03
1108,12/09/2018,September,debit,Others,8.75,,316.28
1109,13/09/2018,September,debit,Savings,1.21,,315.07
1110,13/09/2018,September,debit,Transport,3.4,,311.67
1111,13/09/2018,September,debit,Entertainment,5.99,,305.68
1112,14/09/2018,September,debit,Savings,0.61,,305.07
1113,14/09/2018,September,debit,Groceries,55.63,,249.44
1114,17/09/2018,September,debit,Savings,0.37,,249.07
1115,17/09/2018,September,debit,Going Out,9.1,,239.97
1116,17/09/2018,September,debit,Transport,12.3,,227.67
1117,17/09/2018,September,debit,Going Out,15.86,,211.81
1118,17/09/2018,September,debit,Clothing,17.99,,193.82
1119,17/09/2018,September,debit,Clothing,23,,170.82
1120,17/09/2018,September,debit,Clothing,35.95,,134.87
1121,17/09/2018,September,debit,Entertainment,4.16,,130.71
1122,17/09/2018,September,debit,Transport,7.97,,122.74
1123,17/09/2018,September,debit,Groceries,6.14,,116.6
1124,18/09/2018,September,debit,Savings,3.53,,113.07
1125,18/09/2018,September,credit,Income (passive),,68.06,181.13
1126,19/09/2018,September,debit,Groceries,1.1,,180.03
1127,19/09/2018,September,debit,Others,1.2,,178.83
1128,19/09/2018,September,debit,Others,5,,173.83
1129,19/09/2018,September,debit,Entertainment,7.62,,166.21
1130,19/09/2018,September,debit,Others,0.22,,165.99
1131,19/09/2018,September,debit,Others,0.5,,165.49
1132,20/09/2018,September,debit,Savings,2.08,,163.41
1133,20/09/2018,September,debit,Going Out,4.29,,159.12
1134,20/09/2018,September,debit,Transport,8.6,,150.52
1135,20/09/2018,September,debit,Going Out,8.8,,141.72
1136,21/09/2018,September,debit,Savings,1.31,,140.41
1137,21/09/2018,September,debit,Groceries,12.15,,128.26
1138,21/09/2018,September,debit,Transport,5.2,,123.06
1139,24/09/2018,September,debit,Going Out,8.5,,114.56
1140,24/09/2018,September,debit,Savings,2.15,,112.41
1141,24/09/2018,September,debit,Transport,5.2,,107.21
1142,24/09/2018,September,debit,Going Out,9.4,,97.81
1143,24/09/2018,September,debit,Groceries,3.5,,94.31
1144,24/09/2018,September,debit,Others,5.5,,88.81
1145,24/09/2018,September,debit,Groceries,7.6,,81.21
1146,24/09/2018,September,debit,Groceries,14.55,,66.66
1147,24/09/2018,September,credit,Income (passive),,90,156.66
1148,25/09/2018,September,debit,Savings,3.25,,153.41
1149,25/09/2018,September,debit,Clothing,65,,88.41
1150,26/09/2018,September,debit,Going Out,5.6,,82.81
1151,26/09/2018,September,debit,Coffee,6.15,,76.66
1152,27/09/2018,September,debit,Savings,1.25,,75.41
1153,27/09/2018,September,debit,Transport,8.6,,66.81
1154,27/09/2018,September,debit,Groceries,1.3,,65.51
1155,27/09/2018,September,debit,Groceries,6.15,,59.36
1156,27/09/2018,September,debit,Transport,8.6,,50.76
1157,27/09/2018,September,debit,Going Out,13.9,,36.86
1158,28/09/2018,September,credit,Income (active),,1699.65,1736.51
1159,28/09/2018,September,debit,Savings,2.45,,1734.06
1160,28/09/2018,September,debit,Going Out,10.48,,1723.58
1161,28/09/2018,September,debit,Going Out,5.6,,1717.98
1162,28/09/2018,September,debit,Going Out,11.6,,1706.38
1163,01/10/2018,October,debit,Savings,1.32,,1705.06
1164,01/10/2018,October,debit,Savings,50,,1655.06
1165,01/10/2018,October,debit,Savings,350,,1305.06
1166,01/10/2018,October,debit,Savings,250,,1055.06
1167,01/10/2018,October,debit,Healthcare,20,,1035.06
1168,01/10/2018,October,debit,Going Out,3.89,,1031.17
1169,01/10/2018,October,debit,Transport,8.6,,1022.57
1170,01/10/2018,October,debit,Groceries,3,,1019.57
1171,01/10/2018,October,debit,Transport,5.2,,1014.37
1172,01/10/2018,October,debit,Groceries,5.45,,1008.92
1173,01/10/2018,October,debit,Going Out,5.5,,1003.42
1174,01/10/2018,October,debit,Going Out,3.35,,1000.07
1175,01/10/2018,October,debit,Transport,3.4,,996.67
1176,01/10/2018,October,debit,Rent,6.99,,989.68
1177,01/10/2018,October,debit,Going Out,8.25,,981.43
1178,01/10/2018,October,debit,Groceries,9.05,,972.38
1179,01/10/2018,October,debit,Going Out,19.35,,953.03
1180,01/10/2018,October,debit,Rent,24.2,,928.83
1181,02/10/2018,October,debit,Savings,6.77,,922.06
1182,02/10/2018,October,debit,Rent,250,,672.06
1183,02/10/2018,October,debit,Going Out,14.2,,657.86
1184,02/10/2018,October,debit,Going Out,9.4,,648.46
1185,02/10/2018,October,debit,Going Out,11.59,,636.87
1186,02/10/2018,October,debit,Bills,19,,617.87
1187,02/10/2018,October,debit,Bills,30.36,,587.51
1188,02/10/2018,October,debit,Transport,2.7,,584.81
1189,02/10/2018,October,debit,Transport,3.4,,581.41
1190,03/10/2018,October,debit,Savings,2.71,,578.7
1191,03/10/2018,October,debit,Going Out,6.48,,572.22
1192,03/10/2018,October,debit,Groceries,6.3,,565.92
1193,03/10/2018,October,debit,Groceries,2.55,,563.37
1194,03/10/2018,October,debit,Entertainment,3.99,,559.38
1195,03/10/2018,October,debit,Others,4,,555.38
1196,03/10/2018,October,debit,Groceries,8.3,,547.08
1197,03/10/2018,October,debit,Going Out,8.35,,538.73
1198,03/10/2018,October,debit,Transport,10.1,,528.63
1199,04/10/2018,October,debit,Savings,3.93,,524.7
1200,04/10/2018,October,debit,Entertainment,11.59,,513.11
1201,04/10/2018,October,debit,Others,0.34,,512.77
1202,04/10/2018,October,debit,Others,0.5,,512.27
1203,04/10/2018,October,debit,Going Out,1.9,,510.37
1204,04/10/2018,October,debit,Going Out,1.99,,508.38
1205,04/10/2018,October,debit,Groceries,5,,503.38
1206,04/10/2018,October,debit,Going Out,5.18,,498.2
1207,04/10/2018,October,debit,Transport,5.2,,493
1208,04/10/2018,October,debit,Going Out,7.4,,485.6
1209,04/10/2018,October,debit,Groceries,9.55,,476.05
1210,05/10/2018,October,debit,Savings,3.19,,472.86
1211,05/10/2018,October,debit,Healthcare,20.62,,452.24
1212,05/10/2018,October,debit,Coffee,4.94,,447.3
1213,08/10/2018,October,debit,Healthcare,40,,407.3
1214,08/10/2018,October,debit,Going Out,28.5,,378.8
1215,08/10/2018,October,debit,Going Out,28,,350.8
1216,08/10/2018,October,debit,Savings,0.44,,350.36
1217,08/10/2018,October,debit,Going Out,4.29,,346.07
1218,08/10/2018,October,debit,Groceries,6,,340.07
1219,08/10/2018,October,debit,Going Out,11.47,,328.6
1220,08/10/2018,October,debit,Groceries,24.29,,304.31
1221,09/10/2018,October,debit,Savings,1.95,,302.36
1222,09/10/2018,October,debit,Transport,5.2,,297.16
1223,09/10/2018,October,debit,Clothing,7,,290.16
1224,09/10/2018,October,debit,Groceries,1.65,,288.51
1225,09/10/2018,October,debit,Rent,7.99,,280.52
1226,10/10/2018,October,debit,Savings,1.16,,279.36
1227,10/10/2018,October,debit,Transport,3.4,,275.96
1228,10/10/2018,October,debit,Going Out,11.69,,264.27
1229,10/10/2018,October,debit,Healthcare,50,,214.27
1230,10/10/2018,October,debit,Groceries,2.35,,211.92
1231,10/10/2018,October,debit,Going Out,3.56,,208.36
1232,11/10/2018,October,debit,Savings,2,,206.36
1233,11/10/2018,October,debit,Transport,12.1,,194.26
1234,11/10/2018,October,debit,Going Out,4.39,,189.87
1235,12/10/2018,October,debit,Savings,1.51,,188.36
1236,12/10/2018,October,debit,Transport,6.8,,181.56
1237,12/10/2018,October,debit,Healthcare,11.58,,169.98
1238,15/10/2018,October,debit,Transport,8.6,,161.38
1239,15/10/2018,October,debit,Savings,1.02,,160.36
1240,15/10/2018,October,debit,Going Out,5.98,,154.38
1241,15/10/2018,October,debit,Entertainment,5.99,,148.39
1242,16/10/2018,October,debit,Savings,0.03,,148.36
1243,16/10/2018,October,debit,Transport,3.4,,144.96
1244,16/10/2018,October,debit,Groceries,15.05,,129.91
1245,16/10/2018,October,debit,Groceries,4.6,,125.31
1246,16/10/2018,October,debit,Groceries,7.05,,118.26
1247,17/10/2018,October,debit,Savings,2.9,,115.36
1248,17/10/2018,October,debit,Transport,3.4,,111.96
1249,17/10/2018,October,debit,Groceries,4.6,,107.36
1250,17/10/2018,October,debit,Transport,8.6,,98.76
1251,18/10/2018,October,debit,Savings,1.4,,97.36
1252,18/10/2018,October,debit,Groceries,8.85,,88.51
1253,19/10/2018,October,debit,Savings,0.15,,88.36
1254,19/10/2018,October,debit,Transport,8.6,,79.76
1255,22/10/2018,October,debit,Savings,0.4,,79.36
1256,25/10/2018,October,credit,Income (passive),,50,129.36
1257,26/10/2018,October,debit,Healthcare,10,,119.36
1258,29/10/2018,October,debit,Going Out,28,,91.36
1259,29/10/2018,October,credit,Income (passive),,100,191.36
1260,29/10/2018,October,debit,Going Out,25.35,,166.01
1261,29/10/2018,October,debit,Transport,5.2,,160.81
1262,29/10/2018,October,debit,Groceries,10.5,,150.31
